episode,consensus_reached,average_trust,polarization_score,episode_reward,time_to_consensus,n_rounds,duration,timestamp
23,False,0.6749998331069946,0.06683311611413956,20.33749994635582,,10,0.0,2026-05-29T20:30:55.944494+00:00
24,False,0.7174997925758362,0.09899498522281647,30.358749896287918,,10,0.0,2026-05-29T20:30:55.955114+00:00
25,False,0.6949998140335083,0.04496919363737106,30.347499936819077,,10,0.0,2026-05-29T20:30:55.966623+00:00
26,False,0.6424998641014099,0.009428095072507858,20.321249932050705,,10,0.0,2026-05-29T20:30:55.977623+00:00
27,False,0.714999794960022,0.02494434453547001,36.35749986767769,,10,0.0,2026-05-29T20:30:55.988623+00:00
28,False,0.6749998331069946,0.08379869908094406,30.33749994635582,,10,0.0,2026-05-29T20:30:55.999623+00:00
29,False,0.6624998450279236,0.030912062153220177,18.331249922513962,,10,0.0,2026-05-29T20:30:56.011035+00:00
30,False,0.6749998331069946,0.0524933747947216,26.337499886751175,,10,0.0,2026-05-29T20:30:56.025505+00:00
31,False,0.7174997925758362,0.09626356512308121,34.358749866485596,,10,0.0,2026-05-29T20:30:56.036505+00:00
32,False,0.6599998474121094,0.03741658478975296,26.329999923706055,,10,0.0,2026-05-29T20:30:56.046913+00:00
33,False,0.6249998807907104,0.05656854435801506,16.312499940395355,,10,0.0,2026-05-29T20:30:56.058420+00:00
34,False,0.6699998378753662,0.06847547739744186,28.334999918937683,,10,0.0,2026-05-29T20:30:56.069420+00:00
35,False,0.654999852180481,0.08981463313102722,22.32749992609024,,10,0.0,2026-05-29T20:30:56.080420+00:00
36,False,0.6124998927116394,0.04320498928427696,16.30624994635582,,10,0.0,2026-05-29T20:30:56.091889+00:00
37,False,0.7199997901916504,0.03858610615134239,32.359999895095825,,10,0.0,2026-05-29T20:30:56.102888+00:00
38,False,0.5899999539057413,0.04027681052684784,8.294999957084656,,10,0.0,2026-05-29T20:30:56.113888+00:00
39,False,0.6874998211860657,0.06480737775564194,26.343749910593033,,10,0.0,2026-05-29T20:30:56.124888+00:00
40,False,0.5924999117851257,0.0825967788696289,10.296249955892563,,10,0.0,2026-05-29T20:30:56.137348+00:00
41,True,0.679999828338623,0.009428109042346478,36.13999991416931,19,6,0.0,2026-05-29T20:30:56.144352+00:00
42,False,0.6849998235702515,0.056568488478660583,24.342499881982803,,10,0.0,2026-05-29T20:30:56.155352+00:00
43,False,0.7099997997283936,0.06798692792654037,30.354999899864197,,10,0.0,2026-05-29T20:30:56.167318+00:00
44,False,0.6374998688697815,0.07363571971654892,18.31874993443489,,10,0.0,2026-05-29T20:30:56.178319+00:00
45,False,0.619999885559082,0.13767912983894348,14.309999942779541,,10,0.0,2026-05-29T20:30:56.189318+00:00
46,False,0.6549998720486959,0.09626352787017822,20.32749992609024,,10,0.0,2026-05-29T20:30:56.201318+00:00
47,False,0.5999999245007833,0.19396443665027618,8.299999952316284,,10,0.0,2026-05-29T20:30:56.214325+00:00
48,False,0.714999794960022,0.04109613224864006,36.35749986767769,,10,0.0,2026-05-29T20:30:56.225835+00:00
49,False,0.6574998497962952,0.08956685662269592,24.328749924898148,,10,0.0,2026-05-29T20:30:56.236834+00:00
